"Memory_Bandwidth","Memory_Speed","L2_Cache","Memory_Bus","Shader","Dedicated","Manufacturer"
11.2,700,0,64,"4.1","Yes","AMD"
51.2,800,0,256,"4","Yes","Nvidia"
204.8,800,0,256,"4","Yes","Nvidia"
51.2,800,0,256,"4","Yes","Nvidia"
35.2,550,0,256,"3","Yes","Nvidia"
160,1250,512,256,"5","Yes","Nvidia"
38.4,600,0,256,"3","Yes","Nvidia"
2.8,350,0,32,"3","Yes","Nvidia"
35.2,550,0,256,"3","Yes","Nvidia"
44.8,700,0,256,"3","Yes","Nvidia"
320,1250,0,256,"5","Yes","Nvidia"
192,750,1024,256,"5","Yes","Nvidia"
160,1250,512,256,"5","Yes","Nvidia"
32,500,0,256,"3","Yes","Nvidia"
51.2,800,0,256,"4","Yes","Nvidia"
192,750,0,256,"5","Yes","Nvidia"
120,625,0,192,"5","Yes","Nvidia"
72,750,512,192,"5","Yes","Nvidia"
43.2,900,384,192,"5","Yes","Nvidia"
96,750,512,256,"5","Yes","Nvidia"
50.2,784,256,128,"5","Yes","Nvidia"
60,625,384,192,"5","Yes","Nvidia"
28.8,900,384,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
43.2,900,384,192,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
12.8,800,256,64,"5","Yes","Nvidia"
12.8,800,128,64,"5","Yes","Nvidia"
60.8,950,0,256,"4","Yes","Nvidia"
64,1000,0,256,"4","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
60.8,950,0,256,"4","Yes","Nvidia"
121.6,950,0,256,"4","Yes","Nvidia"
57.6,900,0,128,"4","Yes","Nvidia"
51.2,800,0,128,"4","Yes","Nvidia"
121.6,950,0,256,"4","Yes","Nvidia"
256.3,2002,2048,256,"5","Yes","Nvidia"
112.1,1752,1024,128,"5","Yes","Nvidia"
25.6,800,0,128,"4","Yes","Nvidia"
484.4,1376,3072,352,"5","Yes","Nvidia"
112.1,1752,1024,128,"5","Yes","Nvidia"
12.8,800,0,64,"4","Yes","Nvidia"
25.6,800,0,128,"4","Yes","Nvidia"
192.2,2002,2048,192,"5","Yes","Nvidia"
65.3,1020,0,128,"4","Yes","Nvidia"
25.6,800,0,128,"4","Yes","Nvidia"
64,1000,0,256,"4","Yes","Nvidia"
6.4,400,0,64,"4","No","Nvidia"
25.6,800,0,128,"4","Yes","Nvidia"
8,500,0,64,"4","Yes","Nvidia"
11.2,700,0,64,"4","Yes","Nvidia"
6.4,400,0,64,"4","No","Nvidia"
96,750,512,256,"5","Yes","Nvidia"
76.8,600,512,256,"5","Yes","Nvidia"
153.6,600,1024,256,"5","Yes","Nvidia"
120,625,768,192,"5","Yes","Nvidia"
60,625,384,192,"5","Yes","Nvidia"
40,625,384,128,"5","Yes","Nvidia"
11.2,700,0,64,"4","Yes","Nvidia"
38.4,800,384,192,"5","Yes","Nvidia"
120,625,768,192,"5","Yes","Nvidia"
25.6,800,256,128,"5","Yes","Nvidia"
25.6,800,256,128,"5","Yes","Nvidia"
25.6,800,256,128,"5","Yes","Nvidia"
60,625,384,192,"5","Yes","Nvidia"
120,1250,512,192,"5","Yes","Nvidia"
320.3,1251,2048,256,"5","Yes","Nvidia"
12.8,800,128,64,"5","Yes","Nvidia"
25.6,800,256,128,"5","Yes","Nvidia"
25.6,800,128,128,"5","Yes","Nvidia"
80,1250,2048,128,"5","Yes","Nvidia"
12.8,800,0,64,"5","Yes","Nvidia"
80.2,1253,2048,128,"5","Yes","Nvidia"
32,1000,2048,128,"5","Yes","Nvidia"
160.4,1253,4096,128,"5","Yes","Nvidia"
16,1001,1024,64,"5","Yes","Nvidia"
57.6,900,0,128,"4.1","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
51.2,800,0,128,"4.1","Yes","Nvidia"
34.1,1066,0,128,"4.1","Yes","Nvidia"
16,1001,1024,64,"5","Yes","Nvidia"
34.1,1066,0,128,"4.1","Yes","Nvidia"
34.1,1066,0,128,"4.1","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
21.3,667,0,128,"4.1","No","Nvidia"
25.3,790,0,128,"4.1","Yes","Nvidia"
32,1000,2048,128,"5","Yes","Nvidia"
12.6,790,0,64,"4.1","Yes","Nvidia"
12.6,790,0,64,"4.1","Yes","Nvidia"
120,1250,512,192,"5","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
11.2,700,0,64,"4.1","Yes","Nvidia"
160,1250,512,256,"5","Yes","Nvidia"
115.2,900,512,256,"5","Yes","Nvidia"
115.2,900,512,256,"5","Yes","Nvidia"
160,1250,512,256,"5","Yes","Nvidia"
230.4,900,0,256,"5","Yes","Nvidia"
96,750,512,256,"5","Yes","Nvidia"
192,750,0,256,"5","Yes","Nvidia"
80.2,1253,2048,128,"5","Yes","Nvidia"
134.4,700,0,192,"5","Yes","Nvidia"
10.7,667,0,64,"4.1","Yes","Nvidia"
72,750,512,192,"5","Yes","Nvidia"
72,750,512,192,"5","Yes","Nvidia"
67.2,700,384,192,"5","Yes","Nvidia"
64,1000,256,128,"5","Yes","Nvidia"
128,1000,512,128,"5","Yes","Nvidia"
80.3,1254,256,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
50.2,785,256,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
28.8,900,384,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
12.8,800,128,64,"5","Yes","Nvidia"
57.6,900,256,128,"5","Yes","Nvidia"
14.4,900,1024,64,"5","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
14.4,900,256,64,"5","Yes","Nvidia"
320,1250,0,256,"5","Yes","Nvidia"
160,1250,512,256,"5","Yes","Nvidia"
192,1000,0,192,"5","Yes","Nvidia"
96.2,1002,384,192,"5","Yes","Nvidia"
28.8,900,384,128,"5","Yes","Nvidia"
128,1000,256,128,"5","Yes","Nvidia"
115.2,900,512,256,"5","Yes","Nvidia"
128,1000,512,128,"5","Yes","Nvidia"
64.1,1002,256,128,"5","Yes","Nvidia"
172.8,1350,512,128,"5","Yes","Nvidia"
64.1,1002,256,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
80.2,1253,256,128,"5","Yes","Nvidia"
160,1250,0,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
64,1000,256,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
86.4,1350,256,128,"5","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
28.8,900,128,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
64,1000,256,128,"5","Yes","Nvidia"
320.8,1253,6144,256,"5","Yes","Nvidia"
160.4,1253,2048,256,"5","Yes","Nvidia"
160.4,1253,2048,256,"5","Yes","Nvidia"
160.4,1253,2048,256,"5","Yes","Nvidia"
120.3,1253,2048,192,"5","Yes","Nvidia"
240.6,1253,4096,192,"5","Yes","Nvidia"
120.3,1253,2048,192,"5","Yes","Nvidia"
120.3,1253,2048,192,"5","Yes","Nvidia"
160,1250,4096,128,"5","Yes","Nvidia"
224,1750,2048,256,"5","Yes","Nvidia"
80.2,1253,2048,128,"5","Yes","Nvidia"
80,1250,2048,128,"5","Yes","Nvidia"
80.2,1253,2048,128,"5","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
32,1000,2048,128,"5","Yes","Nvidia"
16,1001,2048,64,"5","Yes","Nvidia"
32,1000,2048,128,"5","Yes","Nvidia"
28.8,900,2048,128,"5","Yes","Nvidia"
80,1250,2048,128,"5","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
40,1250,2048,64,"5","Yes","Nvidia"
80,1250,2048,128,"5","Yes","Nvidia"
16,1000,2048,64,"5","Yes","Nvidia"
36,1125,2048,64,"5","Yes","Nvidia"
14.4,900,2048,64,"5","Yes","Nvidia"
16,1000,2048,64,"5","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
14.4,900,0,64,"5","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
35.2,550,0,256,"3","Yes","Nvidia"
16,500,0,128,"3","Yes","Nvidia"
11.2,700,0,64,"3","Yes","Nvidia"
19.2,600,0,128,"3","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
7.2,450,0,64,"3","Yes","Nvidia"
17.6,550,0,128,"3","Yes","Nvidia"
9.6,300,0,128,"3","Yes","Nvidia"
12.2,380,0,128,"3","Yes","Nvidia"
2.8,350,0,64,"3","Yes","Nvidia"
2.4,300,0,64,"3","Yes","Nvidia"
16,500,0,128,"3","Yes","Nvidia"
25.6,800,0,128,"4","Yes","Nvidia"
22.4,700,0,128,"4","Yes","Nvidia"
22.4,700,0,128,"4","Yes","Nvidia"
9.6,600,0,64,"4","Yes","Nvidia"
22.4,700,0,128,"4","Yes","Nvidia"
9.6,600,0,64,"4","Yes","Nvidia"
19.2,600,0,128,"4","Yes","Nvidia"
12.8,800,512,128,"5","No","Intel"
21.3,667,0,128,"4","No","Intel"
10.7,667,0,64,"4","No","Intel"
21.3,667,0,128,"4","No","Intel"
17.1,533,0,128,"4.1","No","Intel"
34.1,1067,1024,128,"5","No","Intel"
256,500,0,512,"5","Yes","AMD"
256,500,0,512,"5","Yes","AMD"
480,1250,0,768,"5","Yes","AMD"
75.5,1180,0,256,"2","Yes","AMD"
264,1375,0,384,"5","Yes","AMD"
1280,1250,2048,512,"5","Yes","AMD"
640,1250,2048,512,"5","Yes","AMD"
640,1250,2048,512,"5","Yes","AMD"
352,1375,1024,512,"5","Yes","AMD"
153.6,1200,0,256,"5","Yes","AMD"
512,500,2048,4096,"5","Yes","AMD"
320,1250,1024,512,"5","Yes","AMD"
1024,500,4096,4096,"5","Yes","AMD"
512,500,2048,4096,"5","Yes","AMD"
512,500,2048,4096,"5","Yes","AMD"
512,500,2048,4096,"5","Yes","AMD"
384,1500,1024,512,"5","Yes","AMD"
384,1500,1024,512,"5","Yes","AMD"
384,1500,1024,512,"5","Yes","AMD"
384,1500,1024,512,"5","Yes","AMD"
384,1500,1024,512,"5","Yes","AMD"
384,1500,1024,512,"5","Yes","AMD"
384,1500,1024,512,"5","Yes","AMD"
390.4,1525,1024,512,"5","Yes","AMD"
390.4,1525,1024,512,"5","Yes","AMD"
384,1500,1024,512,"5","Yes","AMD"
768,1500,2048,512,"5","Yes","AMD"
384,1500,1024,512,"5","Yes","AMD"
384,1500,1024,512,"5","Yes","AMD"
384,1500,1024,512,"5","Yes","AMD"
384,1500,1024,512,"5","Yes","AMD"
384,1500,1024,512,"5","Yes","AMD"
384,1500,1024,512,"5","Yes","AMD"
384,1500,1024,512,"5","Yes","AMD"
384,1500,1024,512,"5","Yes","AMD"
384,1500,1024,512,"5","Yes","AMD"
390.4,1525,1024,512,"5","Yes","AMD"
768,1500,2048,512,"5","Yes","AMD"
691.2,1350,2048,512,"5","Yes","AMD"
384,1500,1024,512,"5","Yes","AMD"
185.6,1450,768,256,"5","Yes","AMD"
768,1500,2048,512,"5","Yes","AMD"
182.4,1425,768,256,"5","Yes","AMD"
384,1500,1024,512,"5","Yes","AMD"
384,1500,1024,512,"5","Yes","AMD"
192,1500,768,256,"5","Yes","AMD"
182.4,1425,768,256,"5","Yes","AMD"
384,1500,1024,512,"5","Yes","AMD"
182.4,1425,768,256,"5","Yes","AMD"
188.8,1475,768,256,"5","Yes","AMD"
182.4,1425,768,256,"5","Yes","AMD"
182.4,1425,768,256,"5","Yes","AMD"
182.4,1425,768,256,"5","Yes","AMD"
176,1375,768,256,"5","Yes","AMD"
182.4,1425,768,256,"5","Yes","AMD"
182.4,1425,768,256,"5","Yes","AMD"
188.8,1475,768,256,"5","Yes","AMD"
188.8,1475,768,256,"5","Yes","AMD"
185.6,1450,768,256,"5","Yes","AMD"
182.4,1425,768,256,"5","Yes","AMD"
176,1375,768,256,"5","Yes","AMD"
176,1375,768,256,"5","Yes","AMD"
185.6,1450,768,256,"5","Yes","AMD"
182.4,1425,768,256,"5","Yes","AMD"
176,1375,768,256,"5","Yes","AMD"
179.2,1400,768,256,"5","Yes","AMD"
352,1375,1536,256,"5","Yes","AMD"
182.4,1425,768,256,"5","Yes","AMD"
176,1375,512,256,"5","Yes","AMD"
188.8,1475,768,256,"5","Yes","AMD"
176,1375,768,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
358.4,1400,2048,256,"5","Yes","AMD"
179.2,1400,1024,256,"5","Yes","AMD"
176,1375,768,256,"5","Yes","AMD"
179.2,1400,1024,256,"5","Yes","AMD"
364.8,1425,2048,256,"5","Yes","AMD"
179.2,1400,1024,256,"5","Yes","AMD"
179.2,1400,1024,256,"5","Yes","AMD"
179.2,1400,1024,256,"5","Yes","AMD"
182.4,1425,1024,256,"5","Yes","AMD"
176,1375,768,256,"5","Yes","AMD"
182.4,1425,1024,256,"5","Yes","AMD"
104,1625,512,128,"5","Yes","AMD"
182.4,1425,1024,256,"5","Yes","AMD"
358.4,1400,2048,256,"5","Yes","AMD"
179.2,1400,1024,256,"5","Yes","AMD"
104,1625,512,128,"5","Yes","AMD"
179.2,1400,1024,256,"5","Yes","AMD"
179.2,1400,1024,256,"5","Yes","AMD"
179.2,1400,1024,256,"5","Yes","AMD"
104,1625,512,128,"5","Yes","AMD"
112,1750,512,128,"5","Yes","AMD"
96,1500,512,128,"5","Yes","AMD"
104,1625,512,128,"5","Yes","AMD"
96,1500,512,128,"5","Yes","AMD"
105.6,1650,512,128,"5","Yes","AMD"
96,1500,512,128,"5","Yes","AMD"
104,1625,512,128,"5","Yes","AMD"
96,1500,512,128,"5","Yes","AMD"
104,1625,512,128,"5","Yes","AMD"
192,1500,1024,128,"5","Yes","AMD"
96,1500,512,128,"5","Yes","AMD"
104,1625,512,128,"5","Yes","AMD"
28.8,900,512,128,"5","Yes","AMD"
104,1625,512,128,"5","Yes","AMD"
72,1125,512,128,"5","Yes","AMD"
28.8,900,512,128,"5","Yes","AMD"
96,1500,512,128,"5","Yes","AMD"
73.6,1150,512,128,"5","Yes","AMD"
320,1250,1024,512,"5","Yes","AMD"
1024,500,4096,4096,"5","Yes","AMD"
352,1375,1024,512,"5","Yes","AMD"
361,1410,1024,512,"5","Yes","AMD"
691.2,1350,2048,512,"5","Yes","AMD"
332.8,1300,1024,512,"5","Yes","AMD"
73.6,1150,512,128,"5","Yes","AMD"
345.6,1350,1024,512,"5","Yes","AMD"
320,1250,1024,512,"5","Yes","AMD"
320,1250,1024,512,"5","Yes","AMD"
640,1250,2048,512,"5","Yes","AMD"
320,1250,1024,512,"5","Yes","AMD"
640,1250,2048,512,"5","Yes","AMD"
320,1250,1024,512,"5","Yes","AMD"
320,1250,1024,512,"5","Yes","AMD"
640,1250,2048,512,"5","Yes","AMD"
691.2,1350,2048,512,"5","Yes","AMD"
345.6,1350,1024,512,"5","Yes","AMD"
320,1250,1024,512,"5","Yes","AMD"
320,1250,1024,512,"5","Yes","AMD"
345.6,1350,1024,512,"5","Yes","AMD"
320,1250,1024,512,"5","Yes","AMD"
320,1250,1024,512,"5","Yes","AMD"
358.4,1400,1024,512,"5","Yes","AMD"
320,1250,1024,512,"5","Yes","AMD"
320,1250,1024,512,"5","Yes","AMD"
332.8,1300,1024,512,"5","Yes","AMD"
320,1250,1024,512,"5","Yes","AMD"
320,1250,1024,512,"5","Yes","AMD"
665.6,1300,1024,512,"5","Yes","AMD"
320,1250,1024,512,"5","Yes","AMD"
345.6,1350,1024,512,"5","Yes","AMD"
640,1250,2048,512,"5","Yes","AMD"
320,1250,1024,512,"5","Yes","AMD"
320,1250,1024,512,"5","Yes","AMD"
320,1250,1024,512,"5","Yes","AMD"
320,1250,1024,512,"5","Yes","AMD"
179.2,1400,768,256,"5","Yes","AMD"
176,1375,768,256,"5","Yes","AMD"
640,1250,2048,512,"5","Yes","AMD"
176,1375,768,256,"5","Yes","AMD"
320,1250,1024,512,"5","Yes","AMD"
176,1375,768,256,"5","Yes","AMD"
179.2,1400,768,256,"5","Yes","AMD"
176,1375,768,256,"5","Yes","AMD"
176,1375,768,256,"5","Yes","AMD"
179.2,1400,768,256,"5","Yes","AMD"
179.2,1400,768,256,"5","Yes","AMD"
176,1375,768,256,"5","Yes","AMD"
288,1500,768,384,"5","Yes","AMD"
297.6,1550,768,384,"5","Yes","AMD"
179.2,1400,768,256,"5","Yes","AMD"
288,1500,768,384,"5","Yes","AMD"
595.2,1550,1536,384,"5","Yes","AMD"
288,1500,768,384,"5","Yes","AMD"
288,1500,768,384,"5","Yes","AMD"
307.2,1600,768,384,"5","Yes","AMD"
288,1500,768,384,"5","Yes","AMD"
288,1500,768,384,"5","Yes","AMD"
297.6,1550,768,384,"5","Yes","AMD"
288,1500,768,384,"5","Yes","AMD"
288,1500,768,384,"5","Yes","AMD"
288,1500,768,384,"5","Yes","AMD"
288,1500,768,384,"5","Yes","AMD"
307.2,1600,768,384,"5","Yes","AMD"
288,1500,768,384,"5","Yes","AMD"
576,1500,1536,384,"5","Yes","AMD"
307.2,1600,768,384,"5","Yes","AMD"
288,1500,768,384,"5","Yes","AMD"
288,1500,768,384,"5","Yes","AMD"
249.6,1300,768,384,"5","Yes","AMD"
240,1250,768,384,"5","Yes","AMD"
240,1250,768,384,"5","Yes","AMD"
240,1250,768,384,"5","Yes","AMD"
240,1250,768,384,"5","Yes","AMD"
240,1250,768,384,"5","Yes","AMD"
249.6,1300,768,384,"5","Yes","AMD"
240,1250,768,384,"5","Yes","AMD"
288,1500,768,384,"5","Yes","AMD"
480,1250,1536,384,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
185.6,1450,512,256,"5","Yes","AMD"
185.6,1450,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
192,1500,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
240,1250,768,384,"5","Yes","AMD"
192,1500,512,256,"5","Yes","AMD"
182.4,1425,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
358.4,1400,1024,256,"5","Yes","AMD"
358.4,1400,1024,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
358.4,1400,1024,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
358.4,1400,1024,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
358.4,1400,1024,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
358.4,1400,1024,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
104,1625,512,128,"5","Yes","AMD"
104,1625,512,128,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
358.4,1400,0,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
102.4,1600,512,128,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
105.6,1650,512,128,"5","Yes","AMD"
179.2,1400,512,256,"5","Yes","AMD"
256,2000,2048,256,"5","Yes","ATI"
80,1250,512,128,"5","Yes","AMD"
256,2000,2048,256,"5","Yes","ATI"
224,1750,2048,256,"5","Yes","ATI"
256,2000,2048,256,"5","Yes","ATI"
80,1250,512,128,"5","Yes","AMD"
80,1250,512,128,"5","Yes","AMD"
80,1250,512,128,"5","Yes","AMD"
358.4,1400,0,256,"5","Yes","AMD"
80,1250,512,128,"5","Yes","AMD"
80,1250,512,128,"5","Yes","AMD"
80,1250,512,128,"5","Yes","AMD"
102.4,1600,512,128,"5","Yes","AMD"
102.4,1600,512,128,"5","Yes","AMD"
96,1500,512,128,"5","Yes","AMD"
96,1500,512,128,"5","Yes","AMD"
96,1500,512,128,"5","Yes","AMD"
96,1500,512,128,"5","Yes","AMD"
96,1500,512,128,"5","Yes","AMD"
102.4,1600,512,128,"5","Yes","AMD"
96,1500,512,128,"5","Yes","AMD"
96,1500,512,128,"5","Yes","AMD"
96,1500,512,128,"5","Yes","AMD"
96,1500,512,128,"5","Yes","AMD"
96,1500,512,128,"5","Yes","AMD"
96,1500,512,128,"5","Yes","AMD"
96,1500,512,128,"5","Yes","AMD"
96,1500,512,128,"5","Yes","AMD"
102.4,1600,512,128,"5","Yes","AMD"
96,1500,512,128,"5","Yes","AMD"
105.6,1650,512,128,"5","Yes","AMD"
104,1625,512,128,"5","Yes","AMD"
104,1625,512,128,"5","Yes","AMD"
104,1625,512,128,"5","Yes","AMD"
105.6,1650,512,128,"5","Yes","AMD"
112,1750,512,128,"5","Yes","AMD"
104,1625,512,128,"5","Yes","AMD"
105.6,1650,512,128,"5","Yes","AMD"
208,1625,1024,128,"5","Yes","AMD"
104,1625,512,128,"5","Yes","AMD"
104,1625,512,128,"5","Yes","AMD"
256,2000,2048,256,"5","Yes","ATI"
224,1750,2048,256,"5","Yes","ATI"
256,2000,2048,256,"5","Yes","ATI"
224,1750,2048,256,"5","Yes","ATI"
224,1750,2048,256,"5","Yes","ATI"
256,2000,2048,256,"5","Yes","ATI"
224,1750,2048,256,"5","Yes","ATI"
256,2000,2048,256,"5","Yes","ATI"
256,2000,2048,256,"5","Yes","ATI"
256,2000,2048,256,"5","Yes","ATI"
224,1750,2048,256,"5","Yes","ATI"
224,1750,2048,256,"5","Yes","ATI"
256,2000,2048,256,"5","Yes","ATI"
224,1750,2048,256,"5","Yes","ATI"
256,2000,2048,256,"5","Yes","ATI"
256,2000,2048,256,"5","Yes","ATI"
224,1750,2048,256,"5","Yes","ATI"
256,2000,2048,256,"5","Yes","ATI"
96,1500,512,128,"5","Yes","AMD"
256,2000,2048,256,"5","Yes","ATI"
224,1750,2048,256,"5","Yes","ATI"
96,1500,512,128,"5","Yes","AMD"
224,1750,2048,256,"5","Yes","ATI"
72,1125,512,128,"5","Yes","AMD"
256,2000,2048,256,"5","Yes","ATI"
83.2,1300,512,128,"5","Yes","AMD"
72,1125,512,128,"5","Yes","AMD"
72,1125,512,128,"5","Yes","AMD"
72,1125,512,128,"5","Yes","AMD"
72,1125,512,128,"5","Yes","AMD"
144,1125,1024,128,"5","Yes","AMD"
72,1125,512,128,"5","Yes","AMD"
72,1125,512,128,"5","Yes","AMD"
72,1125,512,128,"5","Yes","AMD"
72,1125,512,128,"5","Yes","AMD"
72,1125,512,128,"5","Yes","AMD"
73.6,1150,512,128,"5","Yes","AMD"
25.6,800,512,128,"5","Yes","AMD"
72,1125,512,128,"5","Yes","AMD"
28.8,900,512,128,"5","Yes","AMD"
28.8,900,512,128,"5","Yes","AMD"
25.6,800,512,128,"5","Yes","AMD"
28.8,900,512,128,"5","Yes","AMD"
256,2000,2048,256,"5","Yes","ATI"
28.8,900,512,128,"5","Yes","AMD"
28.8,900,512,128,"5","Yes","AMD"
256,2000,2048,256,"5","Yes","ATI"
256,2000,2048,256,"5","Yes","ATI"
256,2000,2048,256,"5","Yes","ATI"
224,1750,2048,256,"5","Yes","ATI"
256,2000,2048,256,"5","Yes","ATI"
224,1750,2048,256,"5","Yes","ATI"
256,2000,2048,256,"5","Yes","ATI"
224,1750,2048,256,"5","Yes","ATI"
256,2000,2048,256,"5","Yes","ATI"
256,2000,2048,256,"5","Yes","ATI"
256,2000,2048,256,"5","Yes","ATI"
256,2000,2048,256,"5","Yes","ATI"
512,2000,4096,256,"5","Yes","ATI"
256,2000,2048,256,"5","Yes","ATI"
256,2000,2048,256,"5","Yes","ATI"
224,1750,2048,256,"5","Yes","ATI"
224,1750,2048,256,"5","Yes","ATI"
224,1750,2048,256,"5","Yes","ATI"
73.6,1150,512,128,"5","Yes","AMD"
73.6,1150,512,128,"5","Yes","AMD"
211.2,1650,2048,256,"5","Yes","ATI"
224,1750,2048,256,"5","Yes","ATI"
147.2,1150,1024,128,"5","Yes","AMD"
73.6,1150,512,128,"5","Yes","AMD"
73.6,1150,512,128,"5","Yes","AMD"
73.6,1150,512,128,"5","Yes","AMD"
73.6,1150,512,128,"5","Yes","AMD"
73.6,1150,512,128,"5","Yes","AMD"
73.6,1150,512,128,"5","Yes","AMD"
147.2,1150,1024,128,"5","Yes","AMD"
73.6,1150,512,128,"5","Yes","AMD"
21.3,667,512,128,"5","Yes","AMD"
73.6,1150,512,128,"5","Yes","AMD"
25.6,800,512,128,"5","Yes","AMD"
73.6,1150,512,128,"5","Yes","AMD"
73.6,1150,512,128,"5","Yes","AMD"
72,1125,512,128,"5","Yes","AMD"
73.6,1150,512,128,"5","Yes","AMD"
72,1125,512,128,"5","Yes","AMD"
28.8,900,512,128,"5","Yes","AMD"
28.8,900,512,128,"5","Yes","AMD"
224,1750,2048,256,"5","Yes","ATI"
28.8,900,512,128,"5","Yes","AMD"
256,2000,2048,256,"5","Yes","ATI"
224,1750,2048,256,"5","Yes","ATI"
224,1750,2048,256,"5","Yes","ATI"
211.2,1650,2048,256,"5","Yes","ATI"
211.2,1650,2048,256,"5","Yes","ATI"
211.2,1650,2048,256,"5","Yes","ATI"
211.2,1650,2048,256,"5","Yes","ATI"
211.2,1650,2048,256,"5","Yes","ATI"
211.2,1650,2048,256,"5","Yes","ATI"
211.2,1650,2048,256,"5","Yes","ATI"
211.2,1650,2048,256,"5","Yes","ATI"
112,1750,1024,128,"5","Yes","ATI"
112,1750,1024,128,"5","Yes","ATI"
112,1750,0,128,"5","Yes","ATI"
211.2,1650,2048,256,"5","Yes","ATI"
112,1750,1024,128,"5","Yes","ATI"
112,1750,1024,128,"5","Yes","ATI"
211.2,1650,2048,256,"5","Yes","ATI"
112,1750,1024,128,"5","Yes","ATI"
112,1750,1024,128,"5","Yes","ATI"
112,1750,1024,128,"5","Yes","ATI"
112,1750,0,128,"5","Yes","ATI"
112,1750,1024,128,"5","Yes","ATI"
